Certificate,Algebra,Geometry,Physics,Computer Science,Russian Language,Literature,History,Biology,Chemistry,Social Studies,Geography,Physical Education,Foreign Language,Safety Basics,Music,Art,Technology,Physics(EGE),Math(EGE),Math(OGE),Prepod_mark,VKR
1.8764735950222808,1.7680617451972709,1.8009580632862876,1.8787565569661993,1.5330304760088393,1.2798690798238108,1.5168770950759367,1.2291061635587932,1.447809400501381,1.1724274954807172,1.2219294229186037,1.1587027259595677,1.033904448801903,1.153027575001221,-0.2553903933898025,1.1500514509618103,-0.3385398410398378,1.1929012681720814,0.0474652998368598,1.1045081795627631,1.8743286756120543,73.6,92.0
-0.20749274498587203,0.3377583840727732,1.8009580632862876,0.3771985961747255,-0.1522877956300176,-0.6800780350355307,-0.12566431250792165,-0.7103579348324577,-0.18491043973794843,-0.746931126312172,-0.29861243768475615,-0.7666691710303054,-0.39039545577167345,-0.7706164194731782,-0.2553903933898025,-0.7289696204915417,1.0156195231195133,-0.6440338943192507,-0.45761417278612987,-1.537755927547076,0.17225777762736608,37.1,74.0
1.7097562878216297,-1.0925449770517246,-1.1752394330355012,0.3771985961747255,1.5330304760088393,1.2798690798238108,1.5168770950759367,1.2291061635587932,1.447809400501381,1.1724274954807172,1.2219294229186037,1.1587027259595677,1.033904448801903,1.153027575001221,1.1768665425124705,1.1500514509618103,1.0156195231195133,1.1929012681720814,-0.12089452437080342,-1.2900436675055285,-1.5298131203573222,21.6,68.0
1.7375425056884044,-1.0925449770517246,0.31285931512539317,0.3771985961747255,1.5330304760088393,1.2798690798238108,1.5168770950759367,1.2291061635587932,1.447809400501381,1.1724274954807172,1.2219294229186037,1.1587027259595677,1.033904448801903,1.153027575001221,1.1768665425124705,1.1500514509618103,1.0156195231195133,1.1929012681720814,1.2259840692905024,-1.2900436675055285,-1.5298131203573222,25.7,78.0
0.3482316123496359,0.3377583840727732,0.31285931512539317,-1.1243593646167482,-0.1522877956300176,1.2798690798238108,-0.12566431250792165,1.2291061635587932,-0.18491043973794843,1.1724274954807172,-0.29861243768475615,1.1587027259595677,-0.39039545577167345,1.153027575001221,-0.2553903933898025,1.1500514509618103,-0.3385398410398378,1.1929012681720814,1.2259840692905024,-1.2900436675055285,0.17225777762736608,25.7,90.0
0.40380404808318543,0.3377583840727732,0.31285931512539317,0.3771985961747255,-0.1522877956300176,-0.6800780350355307,-0.12566431250792165,1.2291061635587932,-0.18491043973794843,1.1724274954807172,-0.29861243768475615,1.1587027259595677,-0.39039545577167345,1.153027575001221,-0.2553903933898025,1.1500514509618103,-0.3385398410398378,1.1929012681720814,-0.28925434857846666,1.3522204396043107,-1.5298131203573222,71.4,86.0
2.2099082094235856,1.7680617451972709,1.8009580632862876,1.8787565569661993,1.5330304760088393,1.2798690798238108,1.5168770950759367,1.2291061635587932,1.447809400501381,1.1724274954807172,1.2219294229186037,1.1587027259595677,1.033904448801903,1.153027575001221,1.1768665425124705,1.1500514509618103,1.0156195231195133,1.1929012681720814,0.38418494825218624,-0.051482367297791425,0.17225777762736608,97.9,100.0
-0.7354308844546039,0.3377583840727732,-1.1752394330355012,-1.1243593646167482,-0.1522877956300176,-0.6800780350355307,-0.12566431250792165,-0.7103579348324577,-0.18491043973794843,-0.746931126312172,-0.29861243768475615,-0.7666691710303054,-0.39039545577167345,-0.7706164194731782,-0.2553903933898025,-0.7289696204915417,-0.3385398410398378,1.1929012681720814,-0.6259739969937931,-1.0423314074639811,0.17225777762736608,45.0,83.0
-0.012989219918443644,0.3377583840727732,0.31285931512539317,0.3771985961747255,-0.1522877956300176,-0.6800780350355307,-0.12566431250792165,-0.7103579348324577,-0.18491043973794843,-0.746931126312172,-0.29861243768475615,-0.7666691710303054,1.033904448801903,-0.7706164194731782,1.1768665425124705,-0.7289696204915417,1.0156195231195133,-0.6440338943192507,-0.7943338212014563,-1.2900436675055285,-1.5298131203573222,38.6,90.0
-0.3464238343197484,0.3377583840727732,0.31285931512539317,-1.1243593646167482,-0.1522877956300176,-0.6800780350355307,-0.12566431250792165,-0.7103579348324577,-0.18491043973794843,-0.746931126312172,-0.29861243768475615,-0.7666691710303054,-0.39039545577167345,-0.7706164194731782,1.1768665425124705,-0.7289696204915417,1.0156195231195133,-0.6440338943192507,-0.28925434857846666,-1.2900436675055285,0.17225777762736608,28.6,68.0
-0.4019962700533004,0.3377583840727732,0.31285931512539317,0.3771985961747255,-0.1522877956300176,-0.6800780350355307,-0.12566431250792165,-0.7103579348324577,-0.18491043973794843,-0.746931126312172,-0.29861243768475615,-0.7666691710303054,-0.39039545577167345,-0.7706164194731782,-0.2553903933898025,-0.7289696204915417,1.0156195231195133,-0.6440338943192507,-0.7943338212014563,-1.0423314074639811,1.8743286756120543,77.1,92.0
1.2929630198199982,0.3377583840727732,0.31285931512539317,0.3771985961747255,1.5330304760088393,1.2798690798238108,1.5168770950759367,1.2291061635587932,1.447809400501381,1.1724274954807172,1.2219294229186037,1.1587027259595677,1.033904448801903,-0.7706164194731782,1.1768665425124705,-0.7289696204915417,1.0156195231195133,-0.6440338943192507,-0.12089452437080342,-1.2900436675055285,0.17225777762736608,27.1,82.0
-0.04077543778521842,0.3377583840727732,0.31285931512539317,0.3771985961747255,-0.1522877956300176,-0.6800780350355307,-0.12566431250792165,-0.7103579348324577,-0.18491043973794843,-0.746931126312172,-0.29861243768475615,-0.7666691710303054,1.033904448801903,-0.7706164194731782,1.1768665425124705,-0.7289696204915417,1.0156195231195133,-0.6440338943192507,-0.12089452437080342,0.36137139943812097,0.17225777762736608,40.0,80.0
-0.4019962700533004,0.3377583840727732,0.31285931512539317,0.3771985961747255,-0.1522877956300176,-0.6800780350355307,-0.12566431250792165,-0.7103579348324577,-0.18491043973794843,-0.746931126312172,-0.29861243768475615,-0.7666691710303054,-0.39039545577167345,-0.7706164194731782,-0.2553903933898025,-0.7289696204915417,1.0156195231195133,-0.6440338943192507,-0.12089452437080342,-0.5469068873808862,0.17225777762736608,24.3,74.0
-0.8743619737884802,-1.0925449770517246,-1.1752394330355012,-1.1243593646167482,-0.1522877956300176,-0.6800780350355307,-0.12566431250792165,-0.7103579348324577,-0.18491043973794843,-0.746931126312172,-0.29861243768475615,-0.7666691710303054,-0.39039545577167345,-0.7706164194731782,-0.2553903933898025,-0.7289696204915417,1.0156195231195133,-0.6440338943192507,0.8892644208751759,0.36137139943812097,0.17225777762736608,48.6,91.0
-1.9580244705927201,-1.0925449770517246,0.31285931512539317,-1.1243593646167482,-0.1522877956300176,-0.6800780350355307,-1.76820572009178,-0.7103579348324577,-1.8176302799772779,-0.746931126312172,-1.819154298288116,-0.7666691710303054,-1.8146953603452498,-0.7706164194731782,-1.6876473292920755,-0.7289696204915417,-1.692699205199189,-0.6440338943192507,1.3943438934981656,-1.2900436675055285,-1.5298131203573222,32.4,80.0
0.3482316123496359,0.3377583840727732,0.31285931512539317,1.8787565569661993,-0.1522877956300176,-0.6800780350355307,-0.12566431250792165,-0.7103579348324577,-0.18491043973794843,1.1724274954807172,-0.29861243768475615,1.1587027259595677,-0.39039545577167345,1.153027575001221,-0.2553903933898025,1.1500514509618103,-0.3385398410398378,1.1929012681720814,1.2259840692905024,0.36137139943812097,0.17225777762736608,57.1,91.0
1.9320460307558327,1.7680617451972709,0.31285931512539317,1.8787565569661993,1.5330304760088393,1.2798690798238108,1.5168770950759367,1.2291061635587932,1.447809400501381,1.1724274954807172,1.2219294229186037,1.1587027259595677,1.033904448801903,1.153027575001221,1.1768665425124705,1.1500514509618103,1.0156195231195133,-0.6440338943192507,-0.28925434857846666,-1.2900436675055285,1.8743286756120543,55.7,90.0
0.23708674088253429,0.3377583840727732,0.31285931512539317,0.3771985961747255,-0.1522877956300176,-0.6800780350355307,-0.12566431250792165,-0.7103579348324577,-0.18491043973794843,1.1724274954807172,-0.29861243768475615,1.1587027259595677,-0.39039545577167345,1.153027575001221,-0.2553903933898025,1.1500514509618103,-0.3385398410398378,1.1929012681720814,-0.6259739969937931,-0.051482367297791425,1.8743286756120543,87.9,95.0
